user_id,id,title,title_nlp,title_lang,abstract_text,abstract_text_nlp,abstract_text_lang,no_coauthors,publication_type,d_oi,w_os,keywords,keywords_nlp,keywords_lang,authors,authors_nlp,local_keywords,abstract_lang
69156,9250,"Vers des manuels de cours universitaires ouverts et interactifs promouvant lapprentissage auto-regule","vers de manuels de universitaires ouverts et interactifs promouvant lapprentissage auto regule",fr,"Nous décrivons un prototype de Manuel ouvert, online et massif (MOOT) auquel on peut intégrer diverses fonctionnalités utilisant des tech- niques de Traitement automatique de la langue, afin de promouvoir l’apprentissage auto-régulé. Nous discutons également de l’intérêt de disposer de ressources largement ouvertes, accessibles et flexibles dans l’enseignement supérieur.","nous décrivons un prototype ouvert online et massif moot auquel peut intégrer diver fonctionnalités utilisant de tech niques l apprentissage auto régulé nous discutons largement ouvertes accessibles flexibles dans l enseignement supérieur",fr,5,proceedings-article,NULL,NULL,nous;int;de,"nous int",fr,"Philippe, Dessus; Gabriel, Gutu; Mihai, Dascalu; Jean Baptiste, Diouf; Stefan, Trausan-Matu",NULL,NULL,fr
69156,9301,"Help Me Understand This Conversation: Methods of Identifying Implicit Links Between CSCL Contributions","help understand conversation method identify implicit link cscl contribution",en,"Multi-participant chat conversations are one of the most frequently employed Computer Supported Collaborative Learning tools due to their ease of use. Moreover, chats enhance knowledge sharing, sustain creativity and aid in collaborative problem solving. Nevertheless, the manual analysis of multi-participant chats is a difficult task due to the mixture of different topics and the inter-twinning of multiple discussion threads during the same conversation. Several tools that employ Natural Language Processing techniques have been developed to automatically identify links between contributions in order to facilitate the tracking of topics and of discussion threads, as well as to highlight key contributions in terms of follow-up impact. This paper proposes a novel method for detecting implicit links based on features computed using string kernels and word embeddings, combined with neural networks. This method …","multi participant chat conversation be most frequently employ computer support collaborative learning tool due ease use moreover chat enhance knowledge share sustain creativity aid collaborative problem solve nevertheless manual analysis multi participant chat be difficult task due mixture different topic inter twinning multiple discussion thread same conversation several tool employ natural language processing technique have be develop automatically identify link contribution order facilitate tracking topic discussion thread as well highlight key contribution term follow up impact paper propose novel method detect implicit link base feature compute use string kernel word embeddings combine neural network method",en,6,proceedings-article,10.1007/978-3-319-98572-5_37,000552686200037,"Computer Supported Collaborative Learning, Implicit links identification, Natural Language Processing, String kernels, Neural networks","computer support collaborative learning implicit link identification natural language processing string kernel neural network",en,"Mihai, Masala; Stefan, Ruseti; Gabriel, Gutu-Robu; Traian, Rebedea; Mihai, Dascalu; Stefan, Trausan-Matu",NULL,"contribution,multi,participant,chat,discussion thread,key contribution in term of follow up impact,discussion,manual analysis of multi participant chat,inter twinning of multiple discussion thread,link,analysis of multi,contribution in term,link between contribution in order,ease of use moreover chat,implicit link between cscl contribution,conversation,aid in collaborative problem,mixture of different topic,multi participant chat conversation,natural language processing technique,same conversation several tool,thread,multiple discussion,analysis,multi participant,term,method,tracking of topic,collaborative learning tool,tool,contribution in term of follow,participant chat,string kernel,word embeddings,conversation method,sustain creativity,manual analysis,difficult task,key contribution,novel method,implicit link,neural network,analysis of multi participant,twinning of multiple discussion,twinning,language,follow,topic,processing,manual analysis of multi,key contribution in term,language processing,computer,ease,use,knowledge,inter,impact,paper,feature,ease of use,follow up impact,multiple discussion thread",en
69156,9304,"D6.5  SNA and Discourse Analysis","d6 sna discourse analysis",en,"This deliverable documents the Social Network Analysis (SNA)-based Community Support and Collaboration Mediation tools and their integration into the RAGE Ecosystem. The underlying functionality is implemented by the ReaderBench framework, which is an open-source framework that integrates advanced Natural Language Processing (NLP) techniques. ReaderBench has now become a major part of the components offered in the RAGE Ecosystem Portal. In addition the application of the ReaderBench framework directly in the operation of the RAGE Ecosystem Portal has been tested and is now fully prepared.","deliverable document social network analysis sna base community support collaboration mediation tool integration rage ecosystem underlying functionality be implement readerbench framework be open source framework integrate advanced natural language processing nlp technique readerbench have now become major part component offer rage ecosystem portal addition application readerbench framework directly operation rage ecosystem portal have be test be now fully prepared",en,5,report-paper,,,"rage ecosystem portal,the readerbench framework,the rage ecosystem,of the","rage ecosystem portal readerbench framework rage ecosystem",en,"Mihai, Dascalu; Stefan, Trausan-Matu; Dominic, Heutelbeck; Gabriel, Gutu",NULL,"readerbench framework,language processing,language,rage,rage ecosystem portal in addition,language processing nlp technique readerbench,natural language processing nlp technique,advanced natural language processing nlp,processing,natural language,social network analysis sna,analysis,framework,collaboration mediation tool,rage ecosystem portal,open source framework,nlp,ecosystem,language processing nlp,community support,rage ecosystem,d sna,deliverable document,underlying functionality,major part,discourse analysis,readerbench,natural language processing,network,sna,portal,technique,network analysis,nlp technique,integration,component,application,operation,advanced natural language",en
69156,9328,"SEMANTIC ANNOTATION AND AUTOMATED TEXT CATEGORIZATION USING COHESION NETWORK ANALYSIS","semantic annotation automate text categorization use cohesion network analysis",en,"With the increasing amount of published scientific papers, it becomes paramount for learners and researchers alike to use tools that semantically annotate resources in order to facilitate the information retrieval process. Thus, we introduce a semantic annotation tool incorporated within our ReaderBench framework to provide recommendations regarding categories that should be used for automated labelling. Currently, the tool categorizes input documents based on the ACM Computing Classification System (http://dl. acm. org/ccs_flat. cfm) taxonomy from 2012. The Semantic Annotation tool provides also suggestions and cohesion scores for the most relevant keywords covered by the paper, allowing researchers to automatically extract the paper's topics. Therefore, the semantic annotation algorithms involved within the tool ensure a cohesion-centered and in-depth representation of discourse. The underlying …","increase amount publish scientific paper become paramount learner researcher alike use tool semantically annotate resource order facilitate information retrieval process thus introduce semantic annotation tool incorporate readerbench framework provide recommendation regard category be use automated label currently tool categorize input document base acm compute classification system http dl acm ccs_flat cfm taxonomy semantic annotation tool provide also suggestion cohesion score most relevant keywords cover paper allow researcher automatically extract paper s topic semantic annotation algorithm involve tool ensure cohesion center depth representation discourse underlie",en,6,proceedings-article,,NULL,"semantic annotation tool,the semantic annotation,the tool,researchers","semantic annotation tool semantic annotation tool researcher",en,"Gabriel, GUTU; Mihai, DASCALU; Dominic, HEUTELBECK; Matthias, HEMMJE; Wim, WESTERA; Stefan, TRAUSAN-MATU",NULL,"tool,semantic annotation tool,semantic annotation,annotation,acm,dl,dl acm,http dl,http dl acm org cc,system http dl acm org,classification system http dl acm,org cc flat cfm taxonomy,acm org cc flat cfm,flat cfm,paper,cohesion,depth representation of discourse,cfm,researcher,paramount for learner,resource in order,information retrieval process,paper s topic,cohesion network analysis,semantic annotation algorithm,cc,http dl acm,readerbench framework,input document,cfm taxonomy,cohesion score,scientific paper,relevant keywords,text categorization,org,system,taxonomy,dl acm org,system http dl,cc flat cfm,amount,recommendation,category,classification,suggestion,underlying,flat cfm taxonomy",en
69156,9333,"D6.3  Semantic Content Annotation Support","d6 semantic content annotation support",en,"The Semantic Annotation component is a software application that provides support for automated text classification, a process grounded in a cohesion-centered representation of discourse that facilitates topic extraction. The component enables the semantic meta-annotation of text resources, including automated classification, thus facilitating information retrieval within the RAGE ecosystem. It is available in the ReaderBench framework (http://readerbench.com/) which integrates advanced Natural Language Processing (NLP) techniques. The component makes use of Cohesion Network Analysis (CNA) in order to ensure an in-depth representation of discourse, useful for mining keywords and performing automated text categorization. Our component automatically classifies documents into the categories provided by the ACM Computing Classification System (http://dl.acm.org/ccs_flat.cfm), but also into the categories from a high level serious games categorization provisionally developed by RAGE. English and French languages are already covered by the provided web service, whereas the entire framework can be extended in order to support additional languages.","semantic annotation component be software application provide support automate text classification process ground cohesion center representation discourse facilitate topic extraction component enable semantic meta annotation text resource include automated classification thus facilitate information retrieval rage ecosystem be available readerbench framework http readerbench com integrate advanced natural language processing nlp techniques component make use cohesion network analysis cna order ensure depth representation discourse useful mining keywords perform automate text categorization component automatically classify document category provide acm compute classification system http dl acm ccs_flat cfm also category high level serious game categorization provisionally develop rage english french language be already cover provided web service entire framework be extend order support additional language",en,5,report-paper,,,"automated text,the component,classification,the semantic","automate component classification semantic",en,"Mihai, Dascalu; Gabriel, Gutu; Stefan, Trausan-Matu; Dominic, Heutelbeck",NULL,"annotation,language,component,representation of discourse,acm,readerbench,useful for mining,representation of discourse useful for mining keywords,depth representation of discourse useful for mining,dl,use of cohesion network analysis cna,semantic meta annotation of text resource,dl acm,http dl,classification,readerbench framework http readerbench com,http dl acm org cc,system http dl acm org,d semantic content annotation support,classification system http dl acm,acm org cc flat cfm,advanced natural language processing nlp,high level serious game categorization,discourse,cohesion,framework,content,representation,analysis cna in order,mining,http,language processing,content annotation,natural language,serious game,semantic content,categorization,game,readerbench framework,http readerbench,support,processing,category,use of cohesion,semantic annotation component,provided web service,discourse useful for mining,http dl acm,software application,text classification,information retrieval,rage ecosystem,mining keywords,game categorization,topic extraction,text resource,automated classification,text categorization,flat cfm,french language,entire framework,additional language,resource,use,order,keywords,system,org,cfm,dl acm org,system http dl,meta,level,semantic annotation,natural language processing,semantic content annotation,level serious game,cc,network,use of cohesion network,useful for mining keywords,annotation of text resource,readerbench framework http readerbench,meta annotation,text,process,rage,nlp,document,readerbench framework http,language processing nlp,content annotation support,serious game categorization,cc flat cfm,d semantic content,advanced natural language",en
69156,9345,"ReaderBench Talk: Online Conversations Empowered by Advanced NLP Techniques.","readerbench talk online conversation empower advanced nlp technique",en,"With the increased need of communication, Computer-Supported Collaborative Learning has gained a broader attention within the last years. Thus, the necessity of using chat applications emerged; however, most solutions lack the integration of Natural Language Processing (NLP) services in order to provide support and guidance, while discussing. Our novel application Talk is integrated within the ReaderBench framework and is defined by three main features: asynchronous messages specific to chats, automated bots for enhancing participants’ involvement and interactions, as well as the usage of advanced NLP functionalities for a posteriori evaluations. ReaderBench Talk communicates with the framework through a dedicated endpoint built within the ReaderBench API. As preliminary validation, two assignments were given to students from our faculty. Overall, students were able to solve the tasks without encountering critical bugs and they also provided valuable feedback. Their feedback revealed the usefulness of the application, its ease of use, the persistency of data, and the quality of the NLP services. The feedback also helped identify issues, which were mainly related to the user interface and to the communication with the server.","increase need communication computer support collaborative learning have gain broad attention last year thus necessity use chat application emerge however most solution lack integration natural language processing nlp service order provide support guidance discuss novel application talk be integrate readerbench framework be define main feature asynchronous message specific chat automate bot enhance participant involvement interaction as well usage advanced nlp functionality posteriori evaluation readerbench talk communicates framework dedicated endpoint build readerbench api preliminary validation assignment be give student faculty overall student be able solve task encounter critical bug also provide valuable feedback feedback reveal usefulness application ease use persistency data quality nlp service feedback also help identify issue be mainly relate user interface communication server",en,4,journal-article,,,"within the readerbench;with the;nlp services;were","readerbench nlp service be",en,"Andrei, Mardale; Gabriel, Gutu-Robu; Mihai, Dascalu; Stefan, Trausan-Matu",NULL,NULL,en
854,10110,"SYSTEM AND METHODOLOGY FOR ANALYSING, EVALUATING AND CORRECTING HUMAN BIPED LOCOMOTION","system methodology analyse evaluating correct human biped locomotion",en,"The difficulty in establishing a mathematical model of human motion and in developing a methodology for gait analysis resides in the complexity of assessing and controlling the parameters involved. The solution proposed in this paper considers the use of a new device called Ergo control for evaluating, correcting and optimizing human gait, by measuring in real time all the parameters contributing to propulsion of the center of mass of a human subject. This device can be use with success for a faster diagnosis and recovery of persons with walking problems and for correcting pathological human gait pattern. Key words: biomechanics, gait, Ergocontrol, diagnosis, rehabilitation","difficulty establish mathematical model human motion develop methodology gait analysis resides complexity assess control parameter involve solution propose paper consider use new device call ergo control evaluate correcting optimize human gait measure real time parameter contribute propulsion center mass human subject device be use success fast diagnosis recovery person walk problem correct pathological human gait pattern key word biomechanics gait ergocontrol diagnosis rehabilitation",en,4,proceedings-article,,000262860100613,"biomechanics; gait; Ergocontrol; diagnosis; rehabilitation","biomechanics gait ergocontrol diagnosis rehabilitation",en,"Vladimir, Schor; Gheorghe, Sindila; Diana, Popescu; Nicoleta, Carutasu",NULL,"gait,human gait,methodology for gait analysis resides,mathematical model of human motion,gait pattern key word biomechanics,human gait pattern key word,key word,pathological human gait pattern,word,methodology,parameter,center of mass,recovery of person,use with success,ergocontrol diagnosis rehabilitation,pattern,ergo control,word biomechanics,new device,real time,human subject,fast diagnosis,diagnosis,biomechanics,pattern key word,gait pattern,difficulty,motion,complexity,solution,paper,device,correcting,propulsion,problem,system,evaluating,locomotion,methodology for gait,key word biomechanics",en
367,10825,"Remediation of Wastewater with Ultraviolet Irradiation Using a Novel Titanium (IV) Oxide Photocatalyst","remediation wastewater ultraviolet irradiation use novel titanium iv photocatalyst",en,"Photocatalysis has become common and nanomaterials having photocatalytic functions have been widely characterized. At present, among the many candidates for photocatalysis, TiO2 is almost the only material suitable for industrial use. In this paper, we present a TiO2 synthesis starting from Ti sheets put in contact with a mixture of 0.1??N NaOH and acetone for 72 hours under ambient conditions. The obtained sheets were washed with distilled water and ethanol, and the surface was analyzed for its structural and morphological properties. Thus, scanning electron microscopy (SEM), energy-dispersive X-ray spectroscopy (EDS), and X-ray diffraction (XRD) investigations indicated the formation of TiO2 on the edges of nanometer circles on the surface of the Ti sheets. For characterizing the photocatalytic capacity for wastewater treatment, Ti sheets with TiO2 on the surface contacted with methylene blue solutions at room temperature under ultraviolet light. The degradation of the methylene blue concentration was measured by ultraviolet???visible spectroscopy, demonstrating 99.94% efficiency for wastewater treatment using the obtained material. ?? 2019, ?? 2019 Taylor & Francis Group, LLC.","photocatalysis have become common nanomaterials have photocatalytic function have be widely characterize present many candidate photocatalysis tio2 be almost only material suitable industrial use paper present tio2 synthesis start ti sheet put contact mixture n naoh acetone hour ambient condition obtain sheet be wash distilled water ethanol surface be analyze structural morphological property thus scan electron microscopy sem energy dispersive x ray spectroscopy ed x ray diffraction xrd investigation indicate formation tio2 edge nanometer circle surface ti sheet characterize photocatalytic capacity wastewater treatment ti sheet tio2 surface contact methylene blue solution room temperature ultraviolet light degradation methylene blue concentration be measure ultraviolet visible spectroscopy demonstrate efficiency wastewater treatment use obtain material taylor francis group llc",en,6,journal-article,10.1080/00032719.2019.1604723,000466644300001,"Scanning electron microscopy (SEM), spectrophotometry, titanium (IV) oxide catalyst, wastewater, X-ray diffraction (XRD)","scan electron microscopy sem spectrophotometry titanium iv catalyst wastewater x ray diffraction xrd",en,"Ecaterina, Matei; Cristina Ileana, Covaliu; Andra, Predescu; Andrei, Berbecaru; Claudia, Tarcea; Cristian, Predescu",NULL,"ti sheet,sheet,x ray,solution at room,ray,surface,wastewater,blue solution at room temperature under ultraviolet,tio,dispersive x,acetone for hour under ambient condition,remediation of wastewater with ultraviolet irradiation,wastewater treatment ti sheet with tio,capacity for wastewater treatment ti sheet,methylene blue solution at room temperature,only material suitable for industrial use,solution,many candidate for photocatalysis tio,photocatalytic capacity for wastewater treatment,novel titanium iv oxide photocatalyst,x ray diffraction xrd investigation,material taylor francis group llc,dispersive x ray spectroscopy ed,energy dispersive x ray spectroscopy,sem energy dispersive x ray,microscopy sem energy dispersive x,material,blue solution,room,edge of nanometer circle,efficiency for wastewater treatment,mixture of n naoh,electron microscopy sem energy,photocatalysis,spectroscopy,treatment,formation of tio,sheet with tio,methylene blue concentration,ultraviolet visible spectroscopy,ti,ultraviolet,solution at room temperature,blue solution at room,energy,dispersive x ray,energy dispersive x,material taylor,photocatalytic function,industrial use,tio synthesis,distilled water,morphological property,use,capacity,temperature,taylor,capacity for wastewater,x ray spectroscopy,treatment ti sheet,candidate,suitable,titanium,candidate for photocatalysis,diffraction,francis,iv,sem,ti sheet with tio,suitable for industrial use,material suitable,titanium iv,nanomaterials,paper,contact,condition,ethanol,electron,ed,xrd,degradation,group,irradiation,temperature under ultraviolet,x ray diffraction,material taylor francis,methylene blue solution",en
802,11622,"Direct Synthesis of Propylene Oxide with CO2 as the Solvent","direct synthesis propylene co2 solvent",en,"Over four million tons of propylene oxide (PO) are produced worldwide each year by either chlorohydrin or coproduct processes.[1] While these are well-established processes, they produce PO by indirect routes and therefore require substantial amounts of raw materials and energy as well as high capital investment. In the chlorohydrin route to PO, propylene is treated with chlorine to produce 1-chloro-2-propanol (and HCl), which is then treated with base to generate PO and salt. In this process approximately two pounds of salt waste are produced per pound of product, which leads to production of wastewater at volumes roughly 40 times that of the PO produced.","ton propylene po be produce year chlorohydrin coproduct process be well establish process produce po indirect route therefore require substantial amount raw material energy as well high capital investment chlorohydrin route po propylene be treat chlorine produce chloro propanol hcl be then treat base generate po salt process approximately pound salt waste be produce pound product lead production wastewater volume roughly time po produce",en,7,journal-article,10.1002/anie.200390299,000181674100015,chlorohydrin;treated;propylene;processes;salt;produce;produced;po,"chlorohydrin treat propylene process salt produce produce po",en,"Tiberiu, Danciu; Eric J., Beckman; Dan, Hancu; Robert N., Cochran; Roger, Grey; Dennis M., Hajnik; Jennifer, Jewson",NULL,"ton of propylene oxide po,production of wastewater at volume,substantial amount of raw material,propylene,pound of salt waste,direct synthesis of propylene,po by indirect route,po,process,pound of product,high capital investment,coproduct process,chlorohydrin route,chloro propanol,salt,route,pound,year,chlorohydrin,material,energy,chlorine,hcl,base,time,co,solvent",en
802,11624,"Parametric analysis of oscillatory oxidation reactions","parametric analysis oscillatory oxidation reaction",en,"A complete parametric analysis, concerning an overall kinetic model for oscillating catalytic deep oxidation of alcohols, carbon monoxide or hydrogen, is presented. The model contains four parameters.","complete parametric analysis concern overall kinetic model oscillate catalytic deep oxidation alcohol carbon monoxide hydrogen be present model contain parameter",en,2,journal-article,10.1007/bf02071189,A1995QR00100017,model,model,en,"N. I., Ionescu; T., Danciu",NULL,NULL,NULL
802,11625,"Overall kinetic model for oscillating catalytic oxidation of methanol","overall kinetic model oscillate catalytic oxidation methanol",en,"An overall kinetic model for the deep catalytic oxidation of methanol is presented. It is based on the balance of chemical species and could described self-sustained oscillations.","overall kinetic model deep catalytic oxidation methanol be present be base balance chemical specie describe sustained oscillation",en,2,journal-article,10.1007/bf02063567,A1992HY83600016,,,NULL,"N. I., Ionescu; T., Danciu",NULL,NULL,NULL
802,11626,"The study of bray–Liebhafsky reaction over a wide range of temperatures. II. modelling","study bray liebhafsky reaction wide range temperature ii model",en,"From a preview of proposed models a molecular one (involving neither ions nor free radicals) was chosen. The concept of scaled concentrations for intermediates is introduced. A different mechanism (involving Dushman reaction) is proposed for the ignition period.","preview propose model molecular involve ion free radical be choose concept scaled concentration intermediate be introduce different mechanism involve dushman reaction be propose ignition period",en,3,journal-article,10.1155/s1026022600000054,NULL,proposed;involving,"propose involve",en,"R., Vilcu; T., Danciu; D., Bala",NULL,"concept of scaled concentration for intermediate,wide range of temperature ii modelling,study of bray liebhafsky reaction,reaction,ignition period,free radical,different mechanism,dushman reaction,ii modelling,modelling,concentration,range,temperature,range of temperature,scaled concentration,preview,model,ion,intermediate,concentration for intermediate,temperature ii modelling",en
802,11627,"The study of bray–liebhafsky reaction over a wide range of temperatures. I. experimental contributions","study bray liebhafsky reaction wide range temperature i experimental contribution",en,"Some experiments with a classical BrayLiebhafsky system over a wide range of (assuming constant) temperatures were performed. The observed behavior shows (at least) one critical point. A qualitative interpretation is proposed.","experiment classical brayliebhafsky system wide range assume constant temperature be perform observed behavior show least critical point qualitative interpretation be propose",en,3,journal-article,10.1155/s102602269800017x,NULL,,,NULL,"R., Vilcu; T., Danciu; D., Bala",NULL,"study of bray liebhafsky reaction,wide range of temperature,classical brayliebhafsky system,observed behavior show,wide range,constant temperature,critical point,qualitative interpretation,experimental contribution,range,temperature,experiment,reaction",en
802,11628,"Kinetic model for heterogeneous catalytic oxidations in oscillatory regime","kinetic model heterogeneous catalytic oxidation oscillatory regime",en,"An overall, kinetic model for heterogeneous catalylic deep oxidations is presented. First developed for methanol oxidation over a palladium catalyst, this model could be applied for another heterogeneous reactions, such as hydrogen or carbon monoxide oscillating deep oxidations over platinum or other plalinic metals, like palladium and iridium. In some previous papers 1-5 experimental results for the oscillating deep oxidation of methanol over an industrial palladium catalyst were reported. A qualitative picture of this reaction was presented elsewheree'7. Also, a pure kinetic model proposed for this reaction was briefly reported earlier*. The purpose of present paper is to describe the development of this model which could be used for another deep oxidations, like hydrogen or carbon monoxide ones over various metallic catalysts, such as platinum, palladium and iridium.","overall kinetic model heterogeneous catalylic deep oxidation be present first develop methanol oxidation palladium catalyst model be apply heterogeneous reaction such hydrogen carbon monoxide oscillate deep oxidation platinum other plalinic metal palladium iridium previous paper experimental result oscillate deep oxidation methanol industrial palladium catalyst be report qualitative picture reaction be present elsewheree also pure kinetic model propose reaction be briefly report earlier purpose present paper be describe development model be use deep oxidation hydrogen carbon monoxide one various metallic catalyst such platinum palladium iridium",en,2,journal-article,NULL,A1993MW20600004,hydrogen;heterogeneous;iridium;platinum;presented;carbon;methanol;reported;reaction;oxidation;monoxide;catalyst;oscillating;kinetic;oxidations;deep;palladium;model,"hydrogen heterogeneous iridium platinum present carbon methanol report reaction oxidation catalyst oscillate kinetic oxidation deep palladium model",en,"Ionescu, NICULAE I; Danciu, T",NULL,"oxidation,deep oxidation,palladium,model,catalyst,kinetic model,such as platinum,platinum,metallic catalyst such as platinum palladium,various metallic catalyst such as platinum,heterogeneous catalytic oxidation in oscillatory regime,reaction,other plalinic metal like palladium,heterogeneous reaction such as hydrogen,one over various metallic catalyst,model for heterogeneous catalytic oxidation,deep oxidation over platinum,deep oxidation of methanol,deep oxidation like hydrogen,purpose of present paper,previous paper experimental result,palladium catalyst,iridium,carbon monoxide one,industrial palladium catalyst,overall kinetic model,catalylic deep oxidation,pure kinetic model,hydrogen,catalyst such as platinum,paper,carbon monoxide,platinum palladium,qualitative picture,oscillatory regime,regime,metal,metallic catalyst,catalytic oxidation,such as platinum palladium,oxidation in oscillatory regime,plalinic metal,carbon,monoxide,result,methanol,briefly,development,metal like palladium,such as hydrogen",en
802,11629,"Natural Antioxidants, Free-radical-scavengers and Minerals, in Fresh Juices and Vegetables","natural antioxidant free radical scavenger mineral fresh juice vegetable",en,"Fresh juices of indigenous plants and vegetables are rich in compounds having antioxidant-free radical scavenging activities and in minerals. For that reason they can be used in the production of the natural food supplements which are able to prevent and even cure actual and grave illnesses like: cardio-vascular, geriatric, hepato-gastro-intestinal inflammatory diseases, diabetes and cancer. This work presents a comparative study concerning the composition and antioxidant-free radical scavenging activities for fresh juices of fruits and vegetables like: seabuckthorn (Hippophae rhamnoides) fruits, echinacea (Echinacea angustifolia) roots, aloe (Aloe arborescens) leaves, amaranth (Amaranthus caudathus) leaves, carrot (Daucus carrota) roots, tomatoes (Solanum lycopersicum) fruits, and barley (Hordeum vulgare) green grass. Using actual techniques: UV-VIS-spectrophotometry, HPLC chromatography, absorption and emission atomic spectrometry (AEAS), the juices were characterized by the presence of antioxidant compounds, the content in minerals and antioxidant free scavenging activity. A large variety of antioxidants were identified as follows: polyphenols and polyphenolcarboxylic acids, flavones and flavonederivatives in seabuckthorn, barley, echinacea, and amaranth, carotene derivatives in carrots and seabuckthorn, aloin and barbaloin in aloe juices. All juices emphasized rich contents in minerals and in redox-enzyme like superoxiddismuthase and antioxidant-free radical scavenging activities.","fresh juice indigenous plant vegetable be rich compound have antioxidant free radical scavenging activity mineral reason be use production natural food supplement be able prevent even cure actual grave illness cardio vascular geriatric hepato gastro intestinal inflammatory disease diabetes cancer work present comparative study concern composition antioxidant free radical scavenging activity fresh juice fruit vegetable seabuckthorn hippophae rhamnoides fruit echinacea echinacea angustifolia root aloe aloe arborescens leave amaranth amaranthus caudathus leaf carrot daucus carrota root tomato solanum lycopersicum fruit barley hordeum vulgare green grass use actual technique uv spectrophotometry hplc chromatography absorption emission atomic spectrometry aeas juice be characterize presence antioxidant compound content mineral antioxidant free scavenging activity large variety antioxidant be identify follow polyphenols polyphenolcarboxylic acid flavone flavonederivatives seabuckthorn barley echinacea amaranth carotene derivative carrot seabuckthorn aloin barbaloin aloe juice juice emphasize rich content mineral redox enzyme superoxiddismuthase antioxidant free radical scavenging activity",en,5,journal-article,NULL,000293807200001,"juices, antioxidants, minerals, HPLC, biochemical methods","juice antioxidant mineral hplc biochemical method",en,"Popescu, Mariana; Danciu, Tiberiu; Danciu, Emil; Ivopol, Gabriel; Manea, Stefan",NULL,"scavenging activity,antioxidant free radical scavenging activity,scavenging,juice,activity,radical scavenging,fresh juice,free scavenging,radical scavenging activity,fruit,mineral,free radical scavenging,scavenging activity for fresh juice of fruit,illness like cardio vascular geriatric hepato,radical scavenging activity for fresh juice,grave illness like cardio vascular,amaranth carotene derivative in carrot,flavonederivatives in seabuckthorn barley echinacea,fresh juice of indigenous plant,barley hordeum vulgare green grass,large variety of antioxidant,rich content in mineral,redox enzyme like superoxiddismuthase,vegetable like seabuckthorn hippophae,barbaloin in aloe juice,mineral in fresh juice,daucus carrota root tomato,spectrophotometry hplc chromatography absorption,intestinal inflammatory disease diabetes,antioxidant free radical scavenger,barley,vegetable,juice of fruit,content in mineral,rich in compound,natural food supplement,polyphenolcarboxylic acid flavone,emission atomic spectrometry,echinacea angustifolia root,antioxidant,activity for fresh juice,root,geriatric hepato,comparative study,aloe arborescens,lycopersicum fruit,green grass,actual technique,seabuckthorn aloin,natural antioxidant,illness,hepato,grass,illness like cardio,inflammatory,carotene,content,free scavenging activity,cardio,disease,derivative,fresh juice of fruit,inflammatory disease,carotene derivative,seabuckthorn barley,plant,reason,production,vascular,cancer,work,composition,leaf,daucus,carrota,hordeum,vulgare,spectrophotometry,hplc,presence,polyphenols,scavenger,vascular geriatric hepato,vulgare green grass,antioxidant free scavenging",en
802,11630,"Oscillations in the NH3-SAPO-5 catalytic system","oscillation nh3 sapo catalytic system",en,"The extension of an adsorption model with reaction, previously utilised for oscillating heterogeneous catalytic oxidations, to the interaction of NH3 with SAPO-5, which exhibits an oscillatory behaviour, was performed.","extension adsorption model reaction previously utilise oscillate heterogeneous catalytic oxidation interaction nh3 sapo exhibit oscillatory behaviour be perform",en,3,journal-article,NULL,000071013900005,,,NULL,"Danciu, T; Ionescu, NI; Segal, EI",NULL,"interaction of nh with sapo,adsorption model with reaction,nh sapo catalytic system,heterogeneous catalytic oxidation,sapo,oscillatory behaviour,extension,oscillation,system",en
802,11631,"Kinetic model for heterogeneous oscillating processes","kinetic model heterogeneous oscillating process",en,"One of the most difficult problems in polymer processing analysis is to determine the state condition (viscoelastic, viscous) of these materials. In this paper, firstly a brief description of the basic processes that are involved in producing thermoplastic articles is stated. This is followed by a review of the various approaches that have been made to determine the equations of state of polymer melts. Based on the analysis of these factors a flow chart for determining the state condition of plastics during the process is given. Finally, an application to coextrusion of film processing is submitted.","most difficult problem polymer processing analysis be determine state condition viscoelastic viscous material paper firstly brief description basic process be involve produce thermoplastic article be state be follow review various approach have be make determine equation state polymer melt base analysis factor flow chart determine state condition plastic process be give finally application coextrusion film processing be submit",en,2,journal-article,NULL,000085391100013,polymer;determine;analysis;condition;processing;state,"polymer determine analysis condition processing state",en,"Danciu, T; Ionescu, NI",NULL,"equation of state of polymer melt,application to coextrusion of film processing,difficult problem in polymer processing analysis,problem in polymer,state,polymer,state condition of plastic,state condition viscoelastic viscous,problem,processing,analysis,process,state condition,difficult problem,brief description,basic process,thermoplastic article,various approach,flow chart,kinetic model,problem in polymer processing,condition,difficult problem in polymer,viscous,material,paper,review,equation,factor,application,coextrusion,equation of state,application to coextrusion",en
